Date,Site,Pop,Tray,Sample,Area,Length.mm
8/16/2013,Fidalgo,2N,1-4,4,22,8.336151168
8/16/2013,Fidalgo,2N,1-4,5,25,9.472899055
8/16/2013,Fidalgo,2N,1-4,6,29,10.9885629
8/16/2013,Fidalgo,2N,1-4,7,40,15.15663849
8/16/2013,Fidalgo,2N,1-4,8,39,14.77772253
8/16/2013,Fidalgo,2N,1-4,9,51,19.32471407
8/16/2013,Fidalgo,2N,1-4,10,43,16.29338637
8/16/2013,Fidalgo,2N,1-4,11,34,12.88314271
8/16/2013,Fidalgo,2N,1-4,12,36,13.64097464
8/16/2013,Fidalgo,2N,1-4,13,29,10.9885629
8/16/2013,Fidalgo,2N,1-4,14,40,15.15663849
8/16/2013,Fidalgo,2N,1-4,15,37,14.0198906
8/16/2013,Fidalgo,2N,1-4,16,51,19.32471407
8/16/2013,Fidalgo,2N,1-4,17,39,14.77772253
8/16/2013,Fidalgo,2N,1-4,18,28,10.60964694
8/16/2013,Fidalgo,2N,1-4,19,28,10.60964694
8/16/2013,Fidalgo,2N,1-4,20,25,9.472899055
8/16/2013,Fidalgo,2N,1-4,21,35,13.26205868
8/16/2013,Fidalgo,2N,1-4,22,33,12.50422675
8/16/2013,Fidalgo,2N,1-4,23,28,10.60964694
8/16/2013,Fidalgo,2N,1-4,24,34,12.88314271
8/16/2013,Fidalgo,2N,5-8,1,34,12.58280719
8/16/2013,Fidalgo,2N,5-8,2,49,18.13404566
8/16/2013,Fidalgo,2N,5-8,3,37,13.69305488
8/16/2013,Fidalgo,2N,5-8,4,34,12.58280719
8/16/2013,Fidalgo,2N,5-8,5,45,16.6537154
8/16/2013,Fidalgo,2N,5-8,6,35,12.95288975
8/16/2013,Fidalgo,2N,5-8,7,36,13.32297232
8/16/2013,Fidalgo,2N,5-8,8,36,13.32297232
8/16/2013,Fidalgo,2N,5-8,9,33,12.21272463
8/16/2013,Fidalgo,2N,5-8,10,30,11.10247693
8/16/2013,Fidalgo,2N,5-8,11,37,13.69305488
8/16/2013,Fidalgo,2N,5-8,12,32,11.84264206
8/16/2013,Fidalgo,2N,5-8,13,30,11.10247693
8/16/2013,Fidalgo,2N,5-8,14,25,9.25206411
8/16/2013,Fidalgo,2N,5-8,15,19,7.031568724
8/16/2013,Fidalgo,2N,5-8,16,28,10.3623118
8/16/2013,Fidalgo,2N,5-8,17,24,8.881981546
8/16/2013,Fidalgo,2N,5-8,18,24,8.881981546
8/16/2013,Fidalgo,2N,5-8,19,45,16.6537154
8/16/2013,Fidalgo,2N,5-8,20,27,9.992229239
8/16/2013,Fidalgo,2N,5-8,21,24,8.881981546
8/16/2013,Fidalgo,2N,5-8,22,27,9.992229239
8/16/2013,Fidalgo,2N,5-8,23,35,12.95288975
8/16/2013,Fidalgo,2N,5-8,24,23,8.511898981
8/16/2013,Fidalgo,2N,9-12,1,45,16.67801556
8/16/2013,Fidalgo,2N,9-12,2,41,15.19552529
8/16/2013,Fidalgo,2N,9-12,3,47,17.4192607
8/16/2013,Fidalgo,2N,9-12,4,32,11.85992218
8/16/2013,Fidalgo,2N,9-12,5,34,12.60116732
8/16/2013,Fidalgo,2N,9-12,6,21,7.78307393
8/16/2013,Fidalgo,2N,9-12,7,28,10.37743191
8/16/2013,Fidalgo,2N,9-12,8,18,6.671206226
8/16/2013,Fidalgo,2N,9-12,9,32,11.85992218
8/16/2013,Fidalgo,2N,9-12,10,26,9.636186771
8/16/2013,Fidalgo,2N,9-12,11,25,9.265564203
8/16/2013,Fidalgo,2N,9-12,12,38,14.08365759
8/16/2013,Fidalgo,2N,9-12,13,39,14.45428016
8/16/2013,Fidalgo,2N,9-12,14,20,7.412451362
8/16/2013,Fidalgo,2N,9-12,15,28,10.37743191
8/16/2013,Fidalgo,2N,9-12,16,25,9.265564203
8/16/2013,Fidalgo,2N,9-12,17,29,10.74805447
8/16/2013,Fidalgo,2N,9-12,18,38,14.08365759
8/16/2013,Fidalgo,2N,9-12,19,26,9.636186771
8/16/2013,Fidalgo,2N,9-12,20,22,8.153696498
8/16/2013,Fidalgo,2N,9-12,21,29,10.74805447
8/16/2013,Fidalgo,2N,9-12,22,31,11.48929961
8/16/2013,Fidalgo,2N,9-12,23,31,11.48929961
8/16/2013,Fidalgo,2N,9-12,24,27,10.00680934
8/16/2013,Fidalgo,2N,13-16,1,34,12.49180328
8/16/2013,Fidalgo,2N,13-16,2,26,9.552555449
8/16/2013,Fidalgo,2N,13-16,3,22,8.082931534
8/16/2013,Fidalgo,2N,13-16,4,25,9.18514947
8/16/2013,Fidalgo,2N,13-16,5,24,8.817743491
8/16/2013,Fidalgo,2N,13-16,6,25,9.18514947
8/16/2013,Fidalgo,2N,13-16,7,15,5.511089682
8/16/2013,Fidalgo,2N,13-16,8,29,10.65477339
8/16/2013,Fidalgo,2N,13-16,9,21,7.715525555
8/16/2013,Fidalgo,2N,13-16,10,30,11.02217936
8/16/2013,Fidalgo,2N,13-16,11,24,8.817743491
8/16/2013,Fidalgo,2N,13-16,12,19,6.980713597
8/16/2013,Fidalgo,2N,13-16,13,38,13.96142719
8/16/2013,Fidalgo,2N,13-16,14,29,10.65477339
8/16/2013,Fidalgo,2N,13-16,15,39,14.32883317
8/16/2013,Fidalgo,2N,13-16,16,33,12.1243973
8/16/2013,Fidalgo,2N,13-16,17,41,15.06364513
8/16/2013,Fidalgo,2N,13-16,18,36,13.22661524
8/16/2013,Fidalgo,2N,13-16,19,28,10.28736741
8/16/2013,Fidalgo,2N,13-16,20,31,11.38958534
8/16/2013,Fidalgo,2N,13-16,21,31,11.38958534
8/16/2013,Fidalgo,2N,13-16,22,28,10.28736741
8/16/2013,Fidalgo,2N,13-16,23,28,10.28736741
8/16/2013,Fidalgo,2N,13-16,24,34,12.49180328
8/16/2013,Fidalgo,2H,9-12,1,28,10.63609172
8/16/2013,Fidalgo,2H,9-12,2,56,21.27218345
8/16/2013,Fidalgo,2H,9-12,3,31,11.77567298
8/16/2013,Fidalgo,2H,9-12,4,29,11.01595214
8/16/2013,Fidalgo,2H,9-12,5,31,11.77567298
8/16/2013,Fidalgo,2H,9-12,6,27,10.2562313
8/16/2013,Fidalgo,2H,9-12,7,24,9.116650049
8/16/2013,Fidalgo,2H,9-12,8,43,16.333998
8/16/2013,Fidalgo,2H,9-12,9,24,9.116650049
8/16/2013,Fidalgo,2H,9-12,10,29,11.01595214
8/16/2013,Fidalgo,2H,9-12,11,21,7.977068793
8/16/2013,Fidalgo,2H,9-12,12,22,8.356929211
8/16/2013,Fidalgo,2H,9-12,13,26,9.876370886
8/16/2013,Fidalgo,2H,9-12,14,38,14.43469591
8/16/2013,Fidalgo,2H,9-12,15,36,13.67497507
8/16/2013,Fidalgo,2H,9-12,16,35,13.29511465
8/16/2013,Fidalgo,2H,9-12,17,30,11.39581256
8/16/2013,Fidalgo,2H,9-12,18,30,11.39581256
8/16/2013,Fidalgo,2H,9-12,19,39,14.81455633
8/16/2013,Fidalgo,2H,9-12,20,29,11.01595214
8/16/2013,Fidalgo,2H,9-12,21,32,12.1555334
8/16/2013,Fidalgo,2H,9-12,22,26,9.876370886
8/16/2013,Fidalgo,2H,9-12,23,31,11.77567298
8/16/2013,Fidalgo,2H,9-12,24,30,11.39581256
8/16/2013,Fidalgo,2H,13-16,1,21,7.456663559
8/16/2013,Fidalgo,2H,13-16,2,40,14.20316868
8/16/2013,Fidalgo,2H,13-16,3,32,11.36253495
8/16/2013,Fidalgo,2H,13-16,4,36,12.78285182
8/16/2013,Fidalgo,2H,13-16,5,44,15.62348555
8/16/2013,Fidalgo,2H,13-16,6,35,12.4277726
8/16/2013,Fidalgo,2H,13-16,7,29,10.2972973
8/16/2013,Fidalgo,2H,13-16,8,28,9.942218079
8/16/2013,Fidalgo,2H,13-16,9,30,10.65237651
8/16/2013,Fidalgo,2H,13-16,10,34,12.07269338
8/16/2013,Fidalgo,2H,13-16,11,20,7.101584342
8/16/2013,Fidalgo,2H,13-16,12,28,9.942218079
8/16/2013,Fidalgo,2H,13-16,13,26,9.232059645
8/16/2013,Fidalgo,2H,13-16,14,23,8.166821993
8/16/2013,Fidalgo,2H,13-16,15,32,11.36253495
8/16/2013,Fidalgo,2H,13-16,16,31,11.00745573
8/16/2013,Fidalgo,2H,13-16,17,28,9.942218079
8/16/2013,Fidalgo,2H,13-16,18,26,9.232059645
8/16/2013,Fidalgo,2H,13-16,19,28,9.942218079
8/16/2013,Fidalgo,2H,13-16,20,46,16.33364399
8/16/2013,Fidalgo,2H,13-16,21,32,11.36253495
8/16/2013,Fidalgo,2H,13-16,22,23,8.166821993
8/16/2013,Fidalgo,2H,13-16,23,24,8.52190121
8/16/2013,Fidalgo,2H,13-16,24,24,8.52190121
8/16/2013,Fidalgo,2H,5-8,1,33,12.0778098
8/16/2013,Fidalgo,2H,5-8,2,35,12.80979827
8/16/2013,Fidalgo,2H,5-8,3,30,10.97982709
8/16/2013,Fidalgo,2H,5-8,4,30,10.97982709
8/16/2013,Fidalgo,2H,5-8,5,33,12.0778098
8/16/2013,Fidalgo,2H,5-8,6,36,13.17579251
8/16/2013,Fidalgo,2H,5-8,7,30,10.97982709
8/16/2013,Fidalgo,2H,5-8,8,27,9.88184438
8/16/2013,Fidalgo,2H,5-8,9,19,6.95389049
8/16/2013,Fidalgo,2H,5-8,10,26,9.515850144
8/16/2013,Fidalgo,2H,5-8,11,28,10.24783862
8/16/2013,Fidalgo,2H,5-8,12,25,9.149855908
8/16/2013,Fidalgo,2H,5-8,13,38,13.90778098
8/16/2013,Fidalgo,2H,5-8,14,31,11.34582133
8/16/2013,Fidalgo,2H,5-8,15,28,10.24783862
8/16/2013,Fidalgo,2H,5-8,16,32,11.71181556
8/16/2013,Fidalgo,2H,5-8,17,33,12.0778098
8/16/2013,Fidalgo,2H,5-8,18,29,10.61383285
8/16/2013,Fidalgo,2H,5-8,19,27,9.88184438
8/16/2013,Fidalgo,2H,5-8,20,27,9.88184438
8/16/2013,Fidalgo,2H,5-8,21,26,9.515850144
8/16/2013,Fidalgo,2H,5-8,22,18,6.587896253
8/16/2013,Fidalgo,2H,5-8,23,32,11.71181556
8/16/2013,Fidalgo,2H,5-8,24,17,6.221902017
8/16/2013,Fidalgo,2H,1-4,1,41,14.72290292
8/16/2013,Fidalgo,2H,1-4,2,30,10.7728558
8/16/2013,Fidalgo,2H,1-4,3,38,13.64561734
8/16/2013,Fidalgo,2H,1-4,4,29,10.4137606
8/16/2013,Fidalgo,2H,1-4,5,29,10.4137606
8/16/2013,Fidalgo,2H,1-4,6,32,11.49104618
8/16/2013,Fidalgo,2H,1-4,7,23,8.259189444
8/16/2013,Fidalgo,2H,1-4,8,27,9.695570216
8/16/2013,Fidalgo,2H,1-4,9,33,11.85014138
8/16/2013,Fidalgo,2H,1-4,10,26,9.336475023
8/16/2013,Fidalgo,2H,1-4,11,26,9.336475023
8/16/2013,Fidalgo,2H,1-4,12,25,8.97737983
8/16/2013,Fidalgo,2H,1-4,13,20,7.181903864
8/16/2013,Fidalgo,2H,1-4,14,34,12.20923657
8/16/2013,Fidalgo,2H,1-4,15,30,10.7728558
8/16/2013,Fidalgo,2H,1-4,16,28,10.05466541
8/16/2013,Fidalgo,2H,1-4,17,18,6.463713478
8/16/2013,Fidalgo,2H,1-4,18,19,6.822808671
8/16/2013,Fidalgo,2H,1-4,19,25,8.97737983
8/16/2013,Fidalgo,2H,1-4,20,23,8.259189444
8/16/2013,Fidalgo,2H,1-4,21,26,9.336475023
8/16/2013,Fidalgo,2H,1-4,22,21,7.540999057
8/16/2013,Fidalgo,2H,1-4,23,23,8.259189444
8/16/2013,Fidalgo,2H,1-4,24,20,7.181903864
8/16/2013,Fidalgo,2S,13-16,1,33,11.60406091
8/16/2013,Fidalgo,2S,13-16,2,24,8.439317028
8/16/2013,Fidalgo,2S,13-16,3,24,8.439317028
8/16/2013,Fidalgo,2S,13-16,4,29,10.19750808
8/16/2013,Fidalgo,2S,13-16,5,34,11.95569912
8/16/2013,Fidalgo,2S,13-16,6,37,13.01061375
8/16/2013,Fidalgo,2S,13-16,7,30,10.54914629
8/16/2013,Fidalgo,2S,13-16,8,25,8.790955238
8/16/2013,Fidalgo,2S,13-16,9,32,11.2524227
8/16/2013,Fidalgo,2S,13-16,10,25,8.790955238
8/16/2013,Fidalgo,2S,13-16,11,23,8.087678819
8/16/2013,Fidalgo,2S,13-16,12,36,12.65897554
8/16/2013,Fidalgo,2S,13-16,13,32,11.2524227
8/16/2013,Fidalgo,2S,13-16,14,33,11.60406091
8/16/2013,Fidalgo,2S,13-16,15,24,8.439317028
8/16/2013,Fidalgo,2S,13-16,16,43,15.12044301
8/16/2013,Fidalgo,2S,13-16,17,31,10.90078449
8/16/2013,Fidalgo,2S,13-16,18,29,10.19750808
8/16/2013,Fidalgo,2S,13-16,19,37,13.01061375
8/16/2013,Fidalgo,2S,13-16,20,26,9.142593447
8/16/2013,Fidalgo,2S,13-16,21,28,9.845869866
8/16/2013,Fidalgo,2S,13-16,22,26,9.142593447
8/16/2013,Fidalgo,2S,13-16,23,35,12.30733733
8/16/2013,Fidalgo,2S,13-16,24,34,11.95569912
8/16/2013,Fidalgo,2S,1-4,1,32,11.41038839
8/16/2013,Fidalgo,2S,1-4,2,27,9.627515207
8/16/2013,Fidalgo,2S,1-4,3,38,13.54983622
8/16/2013,Fidalgo,2S,1-4,4,31,11.05381376
8/16/2013,Fidalgo,2S,1-4,5,35,12.48011231
8/16/2013,Fidalgo,2S,1-4,6,20,7.131492746
8/16/2013,Fidalgo,2S,1-4,7,30,10.69723912
8/16/2013,Fidalgo,2S,1-4,8,30,10.69723912
8/16/2013,Fidalgo,2S,1-4,9,26,9.27094057
8/16/2013,Fidalgo,2S,1-4,10,26,9.27094057
8/16/2013,Fidalgo,2S,1-4,11,34,12.12353767
8/16/2013,Fidalgo,2S,1-4,12,24,8.557791295
8/16/2013,Fidalgo,2S,1-4,13,41,14.61956013
8/16/2013,Fidalgo,2S,1-4,14,40,14.26298549
8/16/2013,Fidalgo,2S,1-4,15,33,11.76696303
8/16/2013,Fidalgo,2S,1-4,16,26,9.27094057
8/16/2013,Fidalgo,2S,1-4,17,51,18.1853065
8/16/2013,Fidalgo,2S,1-4,18,20,7.131492746
8/16/2013,Fidalgo,2S,1-4,19,54,19.25503041
8/16/2013,Fidalgo,2S,1-4,20,36,12.83668694
8/16/2013,Fidalgo,2S,1-4,21,31,11.05381376
8/16/2013,Fidalgo,2S,1-4,22,33,11.76696303
8/16/2013,Fidalgo,2S,1-4,23,37,13.19326158
8/16/2013,Fidalgo,2S,1-4,24,24,8.557791295
8/16/2013,Fidalgo,2S,9-12,1,31,10.84075264
8/16/2013,Fidalgo,2S,9-12,2,28,9.791647544
8/16/2013,Fidalgo,2S,9-12,3,22,7.693437356
8/16/2013,Fidalgo,2S,9-12,4,25,8.74254245
8/16/2013,Fidalgo,2S,9-12,5,32,11.19045434
8/16/2013,Fidalgo,2S,9-12,6,32,11.19045434
8/16/2013,Fidalgo,2S,9-12,7,46,16.08627811
8/16/2013,Fidalgo,2S,9-12,8,35,12.23955943
8/16/2013,Fidalgo,2S,9-12,9,40,13.98806792
8/16/2013,Fidalgo,2S,9-12,10,27,9.441945846
8/16/2013,Fidalgo,2S,9-12,11,35,12.23955943
8/16/2013,Fidalgo,2S,9-12,12,21,7.343735658
8/16/2013,Fidalgo,2S,9-12,13,33,11.54015603
8/16/2013,Fidalgo,2S,9-12,14,28,9.791647544
8/16/2013,Fidalgo,2S,9-12,15,34,11.88985773
8/16/2013,Fidalgo,2S,9-12,16,57,19.93299679
8/16/2013,Fidalgo,2S,9-12,17,19,6.644332262
8/16/2013,Fidalgo,2S,9-12,18,19,6.644332262
8/16/2013,Fidalgo,2S,9-12,19,41,14.33776962
8/16/2013,Fidalgo,2S,9-12,20,32,11.19045434
8/16/2013,Fidalgo,2S,9-12,21,29,10.14134924
8/16/2013,Fidalgo,2S,9-12,22,23,8.043139054
8/16/2013,Fidalgo,2S,9-12,23,22,7.693437356
8/16/2013,Fidalgo,2S,9-12,24,26,9.092244148
8/16/2013,Fidalgo,2S,5-8,1,37,14.58561821
8/16/2013,Fidalgo,2S,5-8,2,37,14.58561821
8/16/2013,Fidalgo,2S,5-8,3,35,13.79720642
8/16/2013,Fidalgo,2S,5-8,4,29,11.43197103
8/16/2013,Fidalgo,2S,5-8,5,38,14.97982411
8/16/2013,Fidalgo,2S,5-8,6,25,9.85514744
8/16/2013,Fidalgo,2S,5-8,7,30,11.82617693
8/16/2013,Fidalgo,2S,5-8,8,31,12.22038283
8/16/2013,Fidalgo,2S,5-8,9,23,9.066735645
8/16/2013,Fidalgo,2S,5-8,10,33,13.00879462
8/16/2013,Fidalgo,2S,5-8,11,43,16.9508536
8/16/2013,Fidalgo,2S,5-8,12,23,9.066735645
8/16/2013,Fidalgo,2S,5-8,13,22,8.672529747
8/16/2013,Fidalgo,2S,5-8,14,38,14.97982411
8/16/2013,Fidalgo,2S,5-8,15,22,8.672529747
8/16/2013,Fidalgo,2S,5-8,16,26,10.24935334
8/16/2013,Fidalgo,2S,5-8,17,51,20.10450078
8/16/2013,Fidalgo,2S,5-8,18,25,9.85514744
8/16/2013,Fidalgo,2S,5-8,19,32,12.61458872
8/16/2013,Fidalgo,2S,5-8,20,24,9.460941542
8/16/2013,Fidalgo,2S,5-8,21,21,8.27832385
8/16/2013,Fidalgo,2S,5-8,22,28,11.03776513
8/16/2013,Fidalgo,2S,5-8,23,25,9.85514744
8/16/2013,Fidalgo,2S,5-8,24,31,12.22038283
8/16/2013,Manchester,4S,13-16,1,27,10.59423275
8/16/2013,Manchester,4S,13-16,2,30,11.77136972
8/16/2013,Manchester,4S,13-16,3,31,12.16374871
8/16/2013,Manchester,4S,13-16,4,28,10.98661174
8/16/2013,Manchester,4S,13-16,5,40,15.69515963
8/16/2013,Manchester,4S,13-16,6,22,8.632337795
8/16/2013,Manchester,4S,13-16,7,24,9.417095777
8/16/2013,Manchester,4S,13-16,8,36,14.12564367
8/16/2013,Manchester,4S,13-16,9,26,10.20185376
8/16/2013,Manchester,4S,13-16,10,30,11.77136972
8/16/2013,Manchester,4S,13-16,11,26,10.20185376
8/16/2013,Manchester,4S,13-16,12,21,8.239958805
8/16/2013,Manchester,4S,13-16,13,32,12.5561277
8/16/2013,Manchester,4S,13-16,14,36,14.12564367
8/16/2013,Manchester,4S,13-16,15,32,12.5561277
8/16/2013,Manchester,4S,13-16,16,41,16.08753862
8/16/2013,Manchester,4S,13-16,17,26,10.20185376
8/16/2013,Manchester,4S,13-16,18,46,18.04943357
8/16/2013,Manchester,4S,13-16,19,35,13.73326467
8/16/2013,Manchester,4S,13-16,20,21,8.239958805
8/16/2013,Manchester,4S,13-16,21,42,16.47991761
8/16/2013,Manchester,4S,13-16,22,28,10.98661174
8/16/2013,Manchester,4S,13-16,23,21,8.239958805
8/16/2013,Manchester,4S,13-16,24,29,11.37899073
8/16/2013,Manchester,4S,9-12,1,26,10.10816327
8/16/2013,Manchester,4S,9-12,2,23,8.941836735
8/16/2013,Manchester,4S,9-12,3,45,17.49489796
8/16/2013,Manchester,4S,9-12,4,38,14.77346939
8/16/2013,Manchester,4S,9-12,5,53,20.60510204
8/16/2013,Manchester,4S,9-12,6,42,16.32857143
8/16/2013,Manchester,4S,9-12,7,19,7.386734694
8/16/2013,Manchester,4S,9-12,8,19,7.386734694
8/16/2013,Manchester,4S,9-12,9,19,7.386734694
8/16/2013,Manchester,4S,9-12,10,23,8.941836735
8/16/2013,Manchester,4S,9-12,11,17,6.609183673
8/16/2013,Manchester,4S,9-12,12,24,9.330612245
8/16/2013,Manchester,4S,9-12,13,21,8.164285714
8/16/2013,Manchester,4S,9-12,14,16,6.220408163
8/16/2013,Manchester,4S,9-12,15,29,11.2744898
8/16/2013,Manchester,4S,9-12,16,19,7.386734694
8/16/2013,Manchester,4S,9-12,17,31,12.05204082
8/16/2013,Manchester,4S,9-12,18,17,6.609183673
8/16/2013,Manchester,4S,9-12,19,31,12.05204082
8/16/2013,Manchester,4S,9-12,20,19,7.386734694
8/16/2013,Manchester,4S,9-12,21,27,10.49693878
8/16/2013,Manchester,4S,9-12,22,46,17.88367347
8/16/2013,Manchester,4S,9-12,23,32,12.44081633
8/16/2013,Manchester,4S,9-12,24,29,11.2744898
8/16/2013,Manchester,4S,5-8,1,25,10.59510567
8/16/2013,Manchester,4S,5-8,2,19,8.052280311
8/16/2013,Manchester,4S,5-8,3,19,8.052280311
8/16/2013,Manchester,4S,5-8,4,24,10.17130145
8/16/2013,Manchester,4S,5-8,5,19,8.052280311
8/16/2013,Manchester,4S,5-8,6,18,7.628476084
8/16/2013,Manchester,4S,5-8,7,20,8.476084538
8/16/2013,Manchester,4S,5-8,8,21,8.899888765
8/16/2013,Manchester,4S,5-8,9,21,8.899888765
8/16/2013,Manchester,4S,5-8,10,29,12.29032258
8/16/2013,Manchester,4S,5-8,11,27,11.44271413
8/16/2013,Manchester,4S,5-8,12,25,10.59510567
8/16/2013,Manchester,4S,5-8,13,29,12.29032258
8/16/2013,Manchester,4S,5-8,14,34,14.40934371
8/16/2013,Manchester,4S,5-8,15,15,6.357063404
8/16/2013,Manchester,4S,5-8,16,18,7.628476084
8/16/2013,Manchester,4S,5-8,17,28,11.86651835
8/16/2013,Manchester,4S,5-8,18,34,14.40934371
8/16/2013,Manchester,4S,5-8,19,23,9.747497219
8/16/2013,Manchester,4S,5-8,20,17,7.204671857
8/16/2013,Manchester,4S,5-8,21,22,9.323692992
8/16/2013,Manchester,4S,5-8,22,25,10.59510567
8/16/2013,Manchester,4S,5-8,23,19,8.052280311
8/16/2013,Manchester,4S,5-8,24,27,11.44271413
8/16/2013,Manchester,4S,1-4,1,26,10.92171995
8/16/2013,Manchester,4S,1-4,2,14,5.880926129
8/16/2013,Manchester,4S,1-4,3,25,10.5016538
8/16/2013,Manchester,4S,1-4,4,25,10.5016538
8/16/2013,Manchester,4S,1-4,5,22,9.241455346
8/16/2013,Manchester,4S,1-4,6,27,11.34178611
8/16/2013,Manchester,4S,1-4,7,32,13.44211687
8/16/2013,Manchester,4S,1-4,8,35,14.70231532
8/16/2013,Manchester,4S,1-4,9,30,12.60198456
8/16/2013,Manchester,4S,1-4,10,45,18.90297684
8/16/2013,Manchester,4S,1-4,11,48,20.1631753
8/16/2013,Manchester,4S,1-4,12,32,13.44211687
8/16/2013,Manchester,4S,1-4,13,33,13.86218302
8/16/2013,Manchester,4S,1-4,14,22,9.241455346
8/16/2013,Manchester,4S,1-4,15,37,15.54244763
8/16/2013,Manchester,4S,1-4,16,31,13.02205072
8/16/2013,Manchester,4S,1-4,17,30,12.60198456
8/16/2013,Manchester,4S,1-4,18,38,15.96251378
8/16/2013,Manchester,4S,1-4,19,25,10.5016538
8/16/2013,Manchester,4S,1-4,20,40,16.80264608
8/16/2013,Manchester,4S,1-4,21,22,9.241455346
8/16/2013,Manchester,4S,1-4,22,25,10.5016538
8/16/2013,Manchester,4S,1-4,23,32,13.44211687
8/16/2013,Manchester,4S,1-4,24,27,11.34178611
8/16/2013,Manchester,4H,1-4,1,18,7.632721202
8/16/2013,Manchester,4H,1-4,2,18,7.632721202
8/16/2013,Manchester,4H,1-4,3,20,8.480801336
8/16/2013,Manchester,4H,1-4,4,16,6.784641069
8/16/2013,Manchester,4H,1-4,5,12,5.088480802
8/16/2013,Manchester,4H,1-4,6,20,8.480801336
8/16/2013,Manchester,4H,1-4,7,29,12.29716194
8/16/2013,Manchester,4H,1-4,8,18,7.632721202
8/16/2013,Manchester,4H,1-4,9,22,9.32888147
8/16/2013,Manchester,4H,1-4,10,23,9.752921536
8/16/2013,Manchester,4H,1-4,11,19,8.056761269
8/16/2013,Manchester,4H,1-4,12,23,9.752921536
8/16/2013,Manchester,4H,1-4,13,17,7.208681136
8/16/2013,Manchester,4H,1-4,14,22,9.32888147
8/16/2013,Manchester,4H,1-4,15,30,12.721202
8/16/2013,Manchester,4H,1-4,16,23,9.752921536
8/16/2013,Manchester,4H,1-4,17,21,8.904841403
8/16/2013,Manchester,4H,1-4,18,27,11.4490818
8/16/2013,Manchester,4H,1-4,19,30,12.721202
8/16/2013,Manchester,4H,1-4,20,26,11.02504174
8/16/2013,Manchester,4H,1-4,21,27,11.4490818
8/16/2013,Manchester,4H,1-4,22,42,17.80968281
8/16/2013,Manchester,4H,1-4,23,23,9.752921536
8/16/2013,Manchester,4H,1-4,24,31,13.14524207
8/16/2013,Manchester,4N,9-12,1,35,13.61408882
8/16/2013,Manchester,4N,9-12,2,25,9.724349158
8/16/2013,Manchester,4N,9-12,3,33,12.83614089
8/16/2013,Manchester,4N,9-12,4,35,13.61408882
8/16/2013,Manchester,4N,9-12,5,31,12.05819296
8/16/2013,Manchester,4N,9-12,6,28,10.89127106
8/16/2013,Manchester,4N,9-12,7,33,12.83614089
8/16/2013,Manchester,4N,9-12,8,35,13.61408882
8/16/2013,Manchester,4N,9-12,9,34,13.22511485
8/16/2013,Manchester,4N,9-12,10,28,10.89127106
8/16/2013,Manchester,4N,9-12,11,24,9.335375191
8/16/2013,Manchester,4N,9-12,12,28,10.89127106
8/16/2013,Manchester,4N,9-12,13,47,18.28177642
8/16/2013,Manchester,4N,9-12,14,25,9.724349158
8/16/2013,Manchester,4N,9-12,15,22,8.557427259
8/16/2013,Manchester,4N,9-12,16,28,10.89127106
8/16/2013,Manchester,4N,9-12,17,20,7.779479326
8/16/2013,Manchester,4N,9-12,18,41,15.94793262
8/16/2013,Manchester,4N,9-12,19,43,16.72588055
8/16/2013,Manchester,4N,9-12,20,37,14.39203675
8/16/2013,Manchester,4N,9-12,21,37,14.39203675
8/16/2013,Manchester,4N,9-12,22,37,14.39203675
8/16/2013,Manchester,4N,9-12,23,40,15.55895865
8/16/2013,Manchester,4N,9-12,24,47,18.28177642
8/16/2013,Manchester,4N,5-8,1,20,8.359846408
8/16/2013,Manchester,4N,5-8,2,43,17.97366978
8/16/2013,Manchester,4N,5-8,3,38,15.88370818
8/16/2013,Manchester,4N,5-8,4,41,17.13768514
8/16/2013,Manchester,4N,5-8,5,39,16.3017005
8/16/2013,Manchester,4N,5-8,6,20,8.359846408
8/16/2013,Manchester,4N,5-8,7,28,11.70378497
8/16/2013,Manchester,4N,5-8,8,17,7.105869447
8/16/2013,Manchester,4N,5-8,9,22,9.195831049
8/16/2013,Manchester,4N,5-8,10,19,7.941854088
8/16/2013,Manchester,4N,5-8,11,24,10.03181569
8/16/2013,Manchester,4N,5-8,12,32,13.37575425
8/16/2013,Manchester,4N,5-8,13,21,8.777838728
8/16/2013,Manchester,4N,5-8,14,33,13.79374657
8/16/2013,Manchester,4N,5-8,15,36,15.04772353
8/16/2013,Manchester,4N,5-8,16,36,15.04772353
8/16/2013,Manchester,4N,5-8,17,40,16.71969282
8/16/2013,Manchester,4N,5-8,18,37,15.46571585
8/16/2013,Manchester,4N,5-8,19,39,16.3017005
8/16/2013,Manchester,4N,5-8,20,43,17.97366978
8/16/2013,Manchester,4N,5-8,21,33,13.79374657
8/16/2013,Manchester,4N,5-8,22,24,10.03181569
8/16/2013,Manchester,4N,5-8,23,22,9.195831049
8/16/2013,Manchester,4N,5-8,24,21,8.777838728
8/16/2013,Manchester,4N,13-16,1,36,14.82810811
8/16/2013,Manchester,4N,13-16,2,38,15.65189189
8/16/2013,Manchester,4N,13-16,3,36,14.82810811
8/16/2013,Manchester,4N,13-16,4,40,16.47567568
8/16/2013,Manchester,4N,13-16,5,36,14.82810811
8/16/2013,Manchester,4N,13-16,6,48,19.77081081
8/16/2013,Manchester,4N,13-16,7,21,8.64972973
8/16/2013,Manchester,4N,13-16,8,28,11.53297297
8/16/2013,Manchester,4N,13-16,9,32,13.18054054
